,quantity
2014-11-18,5279.0
2014-11-19,6101.0
2014-11-20,8165.0
2014-11-21,11369.0
2014-11-22,10123.0
2014-11-23,4539.0
2014-11-24,5392.0
2014-11-25,4619.0
2014-11-26,3481.0
2014-11-27,5206.0
2014-11-28,6796.0
2014-11-29,7294.0
2014-11-30,3988.0
2014-12-01,4070.0
2014-12-02,3781.0
2014-12-03,4123.0
2014-12-04,4869.0
2014-12-05,6210.0
2014-12-06,5872.0
2014-12-07,2993.0
2014-12-08,3369.0
2014-12-09,3022.0
2014-12-10,3179.0
2014-12-11,5611.0
2014-12-12,7965.0
2014-12-13,8747.0
2014-12-14,5127.0
2014-12-15,6049.0
2014-12-16,5982.0
2014-12-17,6589.0
2014-12-18,6493.0
2014-12-19,8845.0
2014-12-20,9579.0
2014-12-21,5355.0
2014-12-22,9584.0
2014-12-23,9290.0
2014-12-24,14079.0
2014-12-25,0.0
2014-12-26,1478.0
2014-12-27,6747.0
2014-12-28,4227.0
2014-12-29,5640.0
2014-12-30,7377.0
2014-12-31,10188.0
2015-01-01,4310.0
2015-01-02,9902.0
2015-01-03,11226.0
2015-01-04,5194.0
2015-01-05,6271.0
2015-01-06,5986.0
2015-01-07,5719.0
2015-01-08,6565.0
2015-01-09,8716.0
2015-01-10,9460.0
2015-01-11,5552.0
2015-01-12,5037.0
2015-01-13,5093.0
2015-01-14,5185.0
2015-01-15,6664.0
2015-01-16,8880.0
2015-01-17,9244.0
2015-01-18,4549.0
2015-01-19,4957.0
2015-01-20,4796.0
2015-01-21,4676.0
2015-01-22,6583.0
2015-01-23,8623.0
2015-01-24,9765.0
2015-01-25,5059.0
2015-01-26,4604.0
2015-01-27,4787.0
2015-01-28,3269.0
2015-01-29,3150.0
2015-01-30,4328.0
2015-01-31,4611.0
2015-02-01,2232.0
2015-02-02,2544.0
2015-02-03,2448.0
2015-02-04,2983.0
2015-02-05,3907.0
2015-02-06,5597.0
2015-02-07,6428.0
2015-02-08,3452.0
2015-02-09,3500.0
2015-02-10,3625.0
2015-02-11,3669.0
2015-02-12,5007.0
2015-02-13,13467.0
2015-02-14,16459.0
2015-02-15,3937.0
2015-02-16,3418.0
2015-02-17,4125.0
2015-02-18,3136.0
2015-02-19,3064.0
2015-02-20,4964.0
2015-02-21,5396.0
2015-02-22,2517.0
2015-02-23,2964.0
2015-02-24,3044.0
2015-02-25,3127.0
2015-02-26,3937.0
2015-02-27,5519.0
2015-02-28,5873.0
2015-03-01,3155.0
2015-03-02,2697.0
2015-03-03,2712.0
2015-03-04,2636.0
2015-03-05,3684.0
2015-03-06,5134.0
2015-03-07,5814.0
2015-03-08,4667.0
2015-03-09,2697.0
2015-03-10,2874.0
2015-03-11,3427.0
2015-03-12,4675.0
2015-03-13,8905.0
2015-03-14,19611.0
2015-03-15,13017.0
2015-03-16,2651.0
2015-03-17,2753.0
2015-03-18,2941.0
2015-03-19,3825.0
2015-03-20,4902.0
2015-03-21,5257.0
2015-03-22,2669.0
2015-03-23,3327.0
2015-03-24,3267.0
2015-03-25,3710.0
2015-03-26,5111.0
2015-03-27,7143.0
2015-03-28,7016.0
2015-03-29,3350.0
2015-03-30,3738.0
2015-03-31,4607.0
2015-04-01,5879.0
2015-04-02,9018.0
2015-04-03,9025.0
2015-04-04,13598.0
2015-04-05,533.0
2015-04-06,3563.0
2015-04-07,2725.0
2015-04-08,2800.0
2015-04-09,3647.0
2015-04-10,5154.0
2015-04-11,5476.0
2015-04-12,2780.0
2015-04-13,3211.0
2015-04-14,3187.0
2015-04-15,3187.0
2015-04-16,4167.0
2015-04-17,5304.0
2015-04-18,5163.0
2015-04-19,2801.0
2015-04-20,2979.0
2015-04-21,3204.0
2015-04-22,3421.0
2015-04-23,4658.0
2015-04-24,5481.0
2015-04-25,5675.0
2015-04-26,2661.0
2015-04-27,3075.0
2015-04-28,3156.0
2015-04-29,3054.0
2015-04-30,4617.0
2015-05-01,5773.0
2015-05-02,5665.0
2015-05-03,2823.0
2015-05-04,3036.0
2015-05-05,3773.0
2015-05-06,3633.0
2015-05-07,4890.0
2015-05-08,5880.0
2015-05-09,5856.0
2015-05-10,2906.0
2015-05-11,3137.0
2015-05-12,3280.0
2015-05-13,3444.0
2015-05-14,4651.0
2015-05-15,6184.0
2015-05-16,5987.0
2015-05-17,3149.0
2015-05-18,3499.0
2015-05-19,3475.0
2015-05-20,3595.0
2015-05-21,5213.0
2015-05-22,6363.0
2015-05-23,6252.0
2015-05-24,2959.0
2015-05-25,3374.0
2015-05-26,3972.0
2015-05-27,3664.0
2015-05-28,5009.0
2015-05-29,6147.0
2015-05-30,6107.0
2015-05-31,2957.0
2015-06-01,3380.0
2015-06-02,3465.0
2015-06-03,3523.0
2015-06-04,4724.0
2015-06-05,6129.0
2015-06-06,6348.0
2015-06-07,3029.0
2015-06-08,3225.0
2015-06-09,3321.0
2015-06-10,3559.0
2015-06-11,4606.0
2015-06-12,6182.0
2015-06-13,6760.0
2015-06-14,3085.0
2015-06-15,3652.0
2015-06-16,3651.0
2015-06-17,3962.0
2015-06-18,5483.0
2015-06-19,6908.0
2015-06-20,7231.0
2015-06-21,4120.0
2015-06-22,2278.0
2015-06-23,3096.0
2015-06-24,3226.0
2015-06-25,4721.0
2015-06-26,6129.0
2015-06-27,5907.0
2015-06-28,3131.0
2015-06-29,3678.0
2015-06-30,3416.0
2015-07-01,3252.0
2015-07-02,5201.0
2015-07-03,6291.0
2015-07-04,6008.0
2015-07-05,3104.0
2015-07-06,3362.0
2015-07-07,3323.0
2015-07-08,3651.0
2015-07-09,4735.0
2015-07-10,5819.0
2015-07-11,5879.0
2015-07-12,2960.0
2015-07-13,3727.0
2015-07-14,3823.0
2015-07-15,3995.0
2015-07-16,5947.0
2015-07-17,7410.0
2015-07-18,6675.0
2015-07-19,3276.0
2015-07-20,4710.0
2015-07-21,4671.0
2015-07-22,4185.0
2015-07-23,4865.0
2015-07-24,5700.0
2015-07-25,5868.0
2015-07-26,2760.0
2015-07-27,3583.0
2015-07-28,3446.0
2015-07-29,3525.0
2015-07-30,4979.0
2015-07-31,6027.0
2015-08-01,6040.0
2015-08-02,3048.0
2015-08-03,3826.0
2015-08-04,3696.0
2015-08-05,3687.0
2015-08-06,4717.0
2015-08-07,6079.0
2015-08-08,5615.0
2015-08-09,2889.0
2015-08-10,3749.0
2015-08-11,3572.0
2015-08-12,3535.0
2015-08-13,4615.0
2015-08-14,5788.0
2015-08-15,5872.0
2015-08-16,3023.0
2015-08-17,3590.0
2015-08-18,3598.0
2015-08-19,3895.0
2015-08-20,4918.0
2015-08-21,5952.0
2015-08-22,5666.0
2015-08-23,2978.0
2015-08-24,3489.0
2015-08-25,3763.0
2015-08-26,4068.0
2015-08-27,4931.0
2015-08-28,6076.0
2015-08-29,6216.0
2015-08-30,2922.0
2015-08-31,3168.0
2015-09-01,3653.0
2015-09-02,3848.0
2015-09-03,4643.0
2015-09-04,5849.0
2015-09-05,5824.0
2015-09-06,2909.0
2015-09-07,3292.0
2015-09-08,3418.0
2015-09-09,4150.0
2015-09-10,5086.0
2015-09-11,7092.0
2015-09-12,7096.0
2015-09-13,4445.0
2015-09-14,3922.0
2015-09-15,4411.0
2015-09-16,4867.0
2015-09-17,6612.0
2015-09-18,7989.0
2015-09-19,7429.0
2015-09-20,4607.0
2015-09-21,4275.0
2015-09-22,4488.0
2015-09-23,4624.0
2015-09-24,6587.0
2015-09-25,7461.0
2015-09-26,7420.0
2015-09-27,4849.0
2015-09-28,4514.0
2015-09-29,4583.0
2015-09-30,5158.0
2015-10-01,6258.0
2015-10-02,7551.0
2015-10-03,7594.0
2015-10-04,4542.0
2015-10-05,4129.0
2015-10-06,4499.0
2015-10-07,4653.0
2015-10-08,6202.0
2015-10-09,7943.0
2015-10-10,7952.0
2015-10-11,4473.0
2015-10-12,4618.0
2015-10-13,4557.0
2015-10-14,4892.0
2015-10-15,5532.0
2015-10-16,7644.0
2015-10-17,7674.0
2015-10-18,4549.0
2015-10-19,4330.0
2015-10-20,4659.0
2015-10-21,4553.0
2015-10-22,5881.0
2015-10-23,7292.0
2015-10-24,6972.0
2015-10-25,4281.0
2015-10-26,4230.0
2015-10-27,4259.0
2015-10-28,4571.0
2015-10-29,5432.0
2015-10-30,7182.0
2015-10-31,7443.0
2015-11-01,4485.0
2015-11-02,4206.0
2015-11-03,4178.0
2015-11-04,5431.0
2015-11-05,7057.0
2015-11-06,8874.0
2015-11-07,9045.0
2015-11-08,5851.0
2015-11-09,5781.0
2015-11-10,6294.0
2015-11-11,6953.0
2015-11-12,7168.0
2015-11-13,9138.0
2015-11-14,9448.0
2015-11-15,6036.0
2015-11-16,5797.0
2015-11-17,5631.0
2015-11-18,6398.0
2015-11-19,7827.0
2015-11-20,9773.0
2015-11-21,9221.0
2015-11-22,5531.0
2015-11-23,5151.0
2015-11-24,5538.0
2015-11-25,6160.0
2015-11-26,7516.0
2015-11-27,9088.0
2015-11-28,9605.0
2015-11-29,5475.0
2015-11-30,5621.0
2015-12-01,5606.0
2015-12-02,5976.0
2015-12-03,7120.0
2015-12-04,9144.0
2015-12-05,8948.0
2015-12-06,5677.0
2015-12-07,5652.0
2015-12-08,5535.0
2015-12-09,5529.0
2015-12-10,6393.0
2015-12-11,7810.0
2015-12-12,8296.0
2015-12-13,5098.0
2015-12-14,5072.0
2015-12-15,4936.0
2015-12-16,5744.0
2015-12-17,7093.0
2015-12-18,7808.0
2015-12-19,7910.0
2015-12-20,5311.0
2015-12-21,6835.0
2015-12-22,7695.0
2015-12-23,10512.0
2015-12-24,12523.0
2015-12-25,0.0
2015-12-26,1971.0
2015-12-27,5017.0
2015-12-28,6321.0
2015-12-29,7320.0
2015-12-30,6427.0
2015-12-31,7850.0
2016-01-01,3082.0
2016-01-02,8286.0
2016-01-03,4845.0
2016-01-04,4861.0
2016-01-05,4240.0
2016-01-06,3904.0
2016-01-07,4457.0
2016-01-08,5183.0
2016-01-09,5431.0
2016-01-10,3367.0
2016-01-11,2933.0
2016-01-12,2970.0
2016-01-13,3058.0
2016-01-14,3836.0
2016-01-15,5097.0
2016-01-16,5574.0
2016-01-17,3135.0
2016-01-18,3130.0
2016-01-19,3294.0
2016-01-20,3051.0
2016-01-21,3398.0
2016-01-22,4140.0
2016-01-23,5269.0
2016-01-24,3057.0
2016-01-25,2940.0
2016-01-26,2487.0
2016-01-27,3093.0
2016-01-28,4053.0
2016-01-29,4943.0
2016-01-30,5415.0
2016-01-31,3273.0
2016-02-01,2933.0
2016-02-02,2958.0
2016-02-03,2973.0
2016-02-04,3721.0
2016-02-05,4934.0
2016-02-06,4807.0
2016-02-07,2989.0
2016-02-08,2611.0
2016-02-09,3013.0
2016-02-10,3616.0
2016-02-11,4889.0
2016-02-12,8233.0
2016-02-13,13572.0
2016-02-14,10322.0
2016-02-15,3620.0
2016-02-16,3985.0
2016-02-17,4215.0
2016-02-18,4521.0
2016-02-19,4783.0
2016-02-20,4871.0
2016-02-21,3085.0
2016-02-22,2759.0
2016-02-23,2933.0
2016-02-24,3006.0
2016-02-25,3516.0
2016-02-26,4529.0
2016-02-27,4692.0
2016-02-28,3114.0
2016-02-29,2813.0
2016-03-01,3226.0
2016-03-02,3196.0
2016-03-03,4515.0
2016-03-04,6724.0
2016-03-05,17567.0
2016-03-06,15884.0
2016-03-07,3338.0
2016-03-08,6734.0
2016-03-09,2594.0
2016-03-10,3532.0
2016-03-11,4939.0
2016-03-12,5109.0
2016-03-13,3308.0
2016-03-14,3038.0
2016-03-15,2958.0
2016-03-16,3256.0
2016-03-17,4057.0
2016-03-18,4701.0
2016-03-19,4943.0
2016-03-20,3074.0
2016-03-21,3023.0
2016-03-22,3350.0
2016-03-23,3913.0
2016-03-24,5925.0
2016-03-25,6525.0
2016-03-26,8250.0
2016-03-27,3217.0
2016-03-28,3044.0
2016-03-29,3621.0
2016-03-30,3728.0
2016-03-31,4454.0
2016-04-01,5362.0
2016-04-02,5319.0
2016-04-03,3192.0
2016-04-04,3284.0
2016-04-05,3346.0
2016-04-06,3098.0
2016-04-07,3894.0
2016-04-08,4921.0
2016-04-09,5228.0
2016-04-10,3103.0
2016-04-11,3016.0
2016-04-12,3070.0
2016-04-13,3423.0
2016-04-14,4117.0
2016-04-15,4981.0
2016-04-16,5399.0
2016-04-17,3194.0
2016-04-18,3203.0
2016-04-19,3312.0
2016-04-20,3729.0
2016-04-21,4504.0
2016-04-22,5655.0
2016-04-23,5873.0
2016-04-24,3516.0
2016-04-25,3206.0
2016-04-26,3580.0
2016-04-27,4060.0
2016-04-28,4831.0
2016-04-29,6319.0
2016-04-30,0.0
2016-05-01,4185.0
2016-05-02,3738.0
2016-05-03,3940.0
2016-05-04,4169.0
2016-05-05,4826.0
2016-05-06,6126.0
2016-05-07,6503.0
2016-05-08,3840.0
2016-05-09,4010.0
2016-05-10,3906.0
2016-05-11,4304.0
2016-05-12,5441.0
2016-05-13,6505.0
2016-05-14,8317.0
2016-05-15,4104.0
2016-05-16,4067.0
2016-05-17,4178.0
2016-05-18,4612.0
2016-05-19,5379.0
2016-05-20,6913.0
2016-05-21,7662.0
2016-05-22,4269.0
2016-05-23,4282.0
2016-05-24,4412.0
2016-05-25,4819.0
2016-05-26,6072.0
2016-05-27,7234.0
2016-05-28,8097.0
2016-05-29,4378.0
2016-05-30,4445.0
2016-05-31,4346.0
2016-06-01,4916.0
2016-06-02,5572.0
2016-06-03,6648.0
2016-06-04,7303.0
2016-06-05,4106.0
2016-06-06,4282.0
2016-06-07,4258.0
2016-06-08,4734.0
2016-06-09,5960.0
2016-06-10,7291.0
2016-06-11,7617.0
2016-06-12,4247.0
2016-06-13,4261.0
2016-06-14,4592.0
2016-06-15,5271.0
2016-06-16,6712.0
2016-06-17,8283.0
2016-06-18,8735.0
2016-06-19,6043.0
2016-06-20,3886.0
2016-06-21,4658.0
2016-06-22,5057.0
2016-06-23,6644.0
2016-06-24,7760.0
2016-06-25,7871.0
2016-06-26,4601.0
2016-06-27,5122.0
2016-06-28,4912.0
2016-06-29,5126.0
2016-06-30,7074.0
2016-07-01,8743.0
2016-07-02,8330.0
2016-07-03,0.0
2016-07-04,4710.0
2016-07-05,5098.0
2016-07-06,5834.0
2016-07-07,6949.0
2016-07-08,8537.0
2016-07-09,8446.0
2016-07-10,4831.0
2016-07-11,3568.0
2016-07-12,4360.0
2016-07-13,5346.0
2016-07-14,6399.0
2016-07-15,7267.0
2016-07-16,6238.0
2016-07-17,4336.0
2016-07-18,4286.0
2016-07-19,4976.0
2016-07-20,5319.0
2016-07-21,5388.0
2016-07-22,6185.0
2016-07-23,3552.0
2016-07-24,3681.0
2016-07-25,4405.0
2016-07-26,4096.0
2016-07-27,3849.0
2016-07-28,4895.0
2016-07-29,5990.0
2016-07-30,6212.0
2016-07-31,3644.0
2016-08-01,3684.0
2016-08-02,3569.0
2016-08-03,4012.0
2016-08-04,4949.0
2016-08-05,5955.0
2016-08-06,5846.0
2016-08-07,3351.0
2016-08-08,3793.0
2016-08-09,3811.0
2016-08-10,4149.0
2016-08-11,4983.0
2016-08-12,5838.0
2016-08-13,5715.0
2016-08-14,3596.0
2016-08-15,2347.0
2016-08-16,3251.0
2016-08-17,3775.0
2016-08-18,5038.0
2016-08-19,5917.0
2016-08-20,5958.0
2016-08-21,3672.0
2016-08-22,3568.0
2016-08-23,3553.0
2016-08-24,3946.0
2016-08-25,5552.0
2016-08-26,6460.0
2016-08-27,6401.0
2016-08-28,3730.0
2016-08-29,3628.0
2016-08-30,3743.0
2016-08-31,4614.0
2016-09-01,5091.0
2016-09-02,6164.0
2016-09-03,6232.0
2016-09-04,3997.0
2016-09-05,3361.0
2016-09-06,2877.0
2016-09-07,3508.0
2016-09-08,4924.0
2016-09-09,6057.0
2016-09-10,6240.0
2016-09-11,3700.0
2016-09-12,3654.0
2016-09-13,3729.0
2016-09-14,3963.0
2016-09-15,4714.0
2016-09-16,5847.0
2016-09-17,7325.0
2016-09-18,4183.0
2016-09-19,4032.0
2016-09-20,4369.0
2016-09-21,4590.0
2016-09-22,5650.0
2016-09-23,7091.0
2016-09-24,7506.0
2016-09-25,4331.0
2016-09-26,4129.0
2016-09-27,4439.0
2016-09-28,4771.0
2016-09-29,5681.0
2016-09-30,7391.0
2016-10-01,7695.0
2016-10-02,4569.0
2016-10-03,4438.0
2016-10-04,4354.0
2016-10-05,4767.0
2016-10-06,5564.0
2016-10-07,7978.0
2016-10-08,7811.0
2016-10-09,4625.0
2016-10-10,4413.0
2016-10-11,4279.0
2016-10-12,4505.0
2016-10-13,5848.0
2016-10-14,7545.0
2016-10-15,7651.0
2016-10-16,4470.0
2016-10-17,4530.0
2016-10-18,4651.0
2016-10-19,5164.0
2016-10-20,6372.0
2016-10-21,7551.0
2016-10-22,7496.0
2016-10-23,4201.0
2016-10-24,4377.0
2016-10-25,4718.0
2016-10-26,5398.0
2016-10-27,6567.0
2016-10-28,8756.0
2016-10-29,8603.0
2016-10-30,5069.0
2016-10-31,4728.0
2016-11-01,4821.0
2016-11-02,5054.0
2016-11-03,6570.0
2016-11-04,8572.0
2016-11-05,8547.0
2016-11-06,4677.0
2016-11-07,4661.0
2016-11-08,4637.0
2016-11-09,4841.0
2016-11-10,6556.0
2016-11-11,8366.0
2016-11-12,8280.0
2016-11-13,4799.0
2016-11-14,4467.0
2016-11-15,4950.0
2016-11-16,5237.0
2016-11-17,6160.0
2016-11-18,8085.0
2016-11-19,7831.0
2016-11-20,4267.0
2016-11-21,3904.0
2016-11-22,4384.0
2016-11-23,3700.0
2016-11-24,7001.0
2016-11-25,9013.0
2016-11-26,9209.0
2016-11-27,5558.0
2016-11-28,5458.0
2016-11-29,5532.0
2016-11-30,5823.0
2016-12-01,6879.0
2016-12-02,8143.0
2016-12-03,8095.0
2016-12-04,4826.0
2016-12-05,5025.0
2016-12-06,5043.0
2016-12-07,5219.0
2016-12-08,6353.0
2016-12-09,7834.0
2016-12-10,7505.0
2016-12-11,4751.0
2016-12-12,4850.0
2016-12-13,4891.0
2016-12-14,5176.0
2016-12-15,5714.0
2016-12-16,7199.0
2016-12-17,7053.0
2016-12-18,4116.0
2016-12-19,4903.0
2016-12-20,5653.0
2016-12-21,5657.0
2016-12-22,7395.0
2016-12-23,10759.0
2016-12-24,12211.0
2016-12-25,0.0
2016-12-26,1579.0
2016-12-27,3748.0
2016-12-28,4623.0
2016-12-29,5606.0
2016-12-30,7857.0
2016-12-31,9238.0
2017-01-01,2489.0
2017-01-02,4621.0
2017-01-03,5142.0
2017-01-04,5038.0
2017-01-05,5943.0
2017-01-06,6815.0
2017-01-07,7330.0
2017-01-08,3960.0
2017-01-09,3665.0
2017-01-10,4517.0
2017-01-11,4404.0
2017-01-12,5145.0
2017-01-13,6732.0
2017-01-14,6661.0
2017-01-15,3158.0
2017-01-16,2967.0
2017-01-17,2944.0
2017-01-18,102.0
2017-01-19,165.0
2017-01-20,5898.0
2017-01-21,5827.0
2017-01-22,2806.0
2017-01-23,2591.0
2017-01-24,2987.0
2017-01-25,2832.0
2017-01-26,3693.0
2017-01-27,5730.0
2017-01-28,6146.0
2017-01-29,3298.0
2017-01-30,2815.0
2017-01-31,2876.0
2017-02-01,2908.0
2017-02-02,3487.0
2017-02-03,4578.0
2017-02-04,4632.0
2017-02-05,2989.0
2017-02-06,3049.0
2017-02-07,3274.0
2017-02-08,3241.0
2017-02-09,3944.0
2017-02-10,5390.0
2017-02-11,5448.0
2017-02-12,2980.0
2017-02-13,8085.0
2017-02-14,12031.0
2017-02-15,3546.0
2017-02-16,4299.0
2017-02-17,4633.0
2017-02-18,4350.0
2017-02-19,2841.0
2017-02-20,2649.0
2017-02-21,2878.0
2017-02-22,2986.0
2017-02-23,3271.0
2017-02-24,6006.0
2017-02-25,5259.0
2017-02-26,2778.0
2017-02-27,2572.0
2017-02-28,2832.0
2017-03-01,3066.0
2017-03-02,3635.0
2017-03-03,4455.0
2017-03-04,4872.0
2017-03-05,2552.0
2017-03-06,2470.0
2017-03-07,2687.0
2017-03-08,5429.0
2017-03-09,3097.0
2017-03-10,4608.0
2017-03-11,4579.0
2017-03-12,2553.0
2017-03-13,2359.0
2017-03-14,2518.0
2017-03-15,2529.0
2017-03-16,2943.0
2017-03-17,4115.0
2017-03-18,4543.0
2017-03-19,2840.0
2017-03-20,3110.0
2017-03-21,3299.0
2017-03-22,3254.0
2017-03-23,4185.0
2017-03-24,7138.0
2017-03-25,16092.0
2017-03-26,12914.0
2017-03-27,2303.0
2017-03-28,2556.0
2017-03-29,2857.0
2017-03-30,3781.0
2017-03-31,5181.0
2017-04-01,5336.0
2017-04-02,2962.0
2017-04-03,3005.0
2017-04-04,2766.0
2017-04-05,2691.0
2017-04-06,3213.0
2017-04-07,4148.0
2017-04-08,4486.0
2017-04-09,2696.0
2017-04-10,3318.0
2017-04-11,3723.0
2017-04-12,3253.0
2017-04-13,4792.0
2017-04-14,4157.0
2017-04-15,5989.0
2017-04-16,1947.0
2017-04-17,2915.0
2017-04-18,3488.0
2017-04-19,3500.0
2017-04-20,3854.0
2017-04-21,5692.0
2017-04-22,5802.0
2017-04-23,2985.0
2017-04-24,3122.0
2017-04-25,3231.0
2017-04-26,3318.0
2017-04-27,4340.0
2017-04-28,6006.0
2017-04-29,5536.0
2017-04-30,2994.0
2017-05-01,2957.0
2017-05-02,3503.0
2017-05-03,3333.0
2017-05-04,4159.0
2017-05-05,5369.0
2017-05-06,4933.0
2017-05-07,2698.0
2017-05-08,2579.0
2017-05-09,2558.0
2017-05-10,3024.0
2017-05-11,3880.0
2017-05-12,5361.0
2017-05-13,5149.0
2017-05-14,3050.0
2017-05-15,3311.0
2017-05-16,3342.0
2017-05-17,3368.0
2017-05-18,4214.0
2017-05-19,5889.0
2017-05-20,5633.0
2017-05-21,2794.0
2017-05-22,3244.0
2017-05-23,3298.0
2017-05-24,3475.0
2017-05-25,4408.0
2017-05-26,6365.0
2017-05-27,6043.0
2017-05-28,3295.0
2017-05-29,3725.0
2017-05-30,4399.0
2017-05-31,4568.0
2017-06-01,5048.0
2017-06-02,6170.0
2017-06-03,5832.0
2017-06-04,3112.0
2017-06-05,3486.0
2017-06-06,3352.0
2017-06-07,3889.0
2017-06-08,4637.0
2017-06-09,6005.0
2017-06-10,5571.0
2017-06-11,3089.0
2017-06-12,3613.0
2017-06-13,3683.0
2017-06-14,3717.0
2017-06-15,5100.0
2017-06-16,7123.0
2017-06-17,6782.0
2017-06-18,4731.0
2017-06-19,3511.0
2017-06-20,3388.0
2017-06-21,3953.0
2017-06-22,4925.0
2017-06-23,6385.0
2017-06-24,6577.0
2017-06-25,3280.0
2017-06-26,3454.0
2017-06-27,3405.0
2017-06-28,3695.0
2017-06-29,5053.0
2017-06-30,7048.0
2017-07-01,6593.0
2017-07-02,3538.0
2017-07-03,4070.0
2017-07-04,3752.0
2017-07-05,4069.0
2017-07-06,5112.0
2017-07-07,6941.0
2017-07-08,6611.0
2017-07-09,3421.0
2017-07-10,2888.0
2017-07-11,3819.0
2017-07-12,3969.0
2017-07-13,5479.0
2017-07-14,7115.0
2017-07-15,7863.0
2017-07-16,3640.0
2017-07-17,4160.0
2017-07-18,4037.0
2017-07-19,4693.0
2017-07-20,7125.0
2017-07-21,8404.0
2017-07-22,6931.0
2017-07-23,3501.0
2017-07-24,4073.0
2017-07-25,3742.0
2017-07-26,4157.0
2017-07-27,5708.0
2017-07-28,7257.0
2017-07-29,7026.0
2017-07-30,3518.0
2017-07-31,4470.0
2017-08-01,4268.0
2017-08-02,4201.0
2017-08-03,5616.0
2017-08-04,7118.0
2017-08-05,6657.0
2017-08-06,2960.0
2017-08-07,2820.0
2017-08-08,2462.0
2017-08-09,2541.0
2017-08-10,3770.0
2017-08-11,4848.0
2017-08-12,4899.0
2017-08-13,2787.0
2017-08-14,3261.0
2017-08-15,3255.0
2017-08-16,3333.0
2017-08-17,4368.0
2017-08-18,6173.0
2017-08-19,5566.0
2017-08-20,2796.0
2017-08-21,3371.0
2017-08-22,3219.0
2017-08-23,3565.0
2017-08-24,4651.0
2017-08-25,5904.0
2017-08-26,6126.0
2017-08-27,3037.0
2017-08-28,3423.0
2017-08-29,4134.0
2017-08-30,4240.0
2017-08-31,5159.0
2017-09-01,6671.0
2017-09-02,5797.0
2017-09-03,2870.0
2017-09-04,3447.0
2017-09-05,3208.0
2017-09-06,3872.0
2017-09-07,4671.0
2017-09-08,6258.0
2017-09-09,6148.0
2017-09-10,3472.0
2017-09-11,3794.0
2017-09-12,3737.0
2017-09-13,3604.0
2017-09-14,5128.0
2017-09-15,6278.0
2017-09-16,5902.0
2017-09-17,3422.0
2017-09-18,3711.0
2017-09-19,3633.0
2017-09-20,3886.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,3644.0
2017-09-26,3441.0
2017-09-27,3826.0
2017-09-28,5079.0
2017-09-29,7138.0
2017-09-30,6959.0
2017-10-01,0.0
2017-10-02,0.0
2017-10-03,4020.0
2017-10-04,4168.0
2017-10-05,5410.0
2017-10-06,6821.0
2017-10-07,6440.0
2017-10-08,3498.0
2017-10-09,4079.0
2017-10-10,3771.0
2017-10-11,3942.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,3798.0
2017-10-17,3969.0
2017-10-18,3978.0
2017-10-19,5206.0
2017-10-20,6850.0
2017-10-21,6383.0
2017-10-22,3618.0
2017-10-23,4153.0
2017-10-24,4116.0
2017-10-25,4455.0
2017-10-26,5697.0
2017-10-27,6875.0
2017-10-28,6577.0
2017-10-29,3698.0
2017-10-30,4059.0
2017-10-31,3511.0
2017-11-01,4709.0
2017-11-02,6483.0
2017-11-03,8126.0
2017-11-04,7851.0
2017-11-05,4599.0
2017-11-06,4619.0
2017-11-07,4342.0
2017-11-08,4769.0
2017-11-09,6142.0
2017-11-10,7391.0
2017-11-11,7701.0
2017-11-12,4240.0
2017-11-13,4610.0
2017-11-14,4003.0
2017-11-15,4755.0
2017-11-16,6332.0
2017-11-17,8453.0
2017-11-18,7578.0
2017-11-19,4436.0
2017-11-20,4331.0
2017-11-21,4285.0
2017-11-22,4896.0
2017-11-23,6253.0
2017-11-24,7272.0
2017-11-25,6588.0
2017-11-26,3408.0
2017-11-27,3844.0
2017-11-28,3792.0
2017-11-29,4616.0
2017-11-30,5836.0
2017-12-01,7451.0
2017-12-02,6930.0
2017-12-03,3579.0
2017-12-04,3824.0
2017-12-05,3725.0
2017-12-06,4277.0
2017-12-07,5120.0
2017-12-08,6672.0
2017-12-09,6446.0
2017-12-10,2397.0
2017-12-11,3457.0
2017-12-12,3656.0
2017-12-13,4319.0
2017-12-14,6321.0
2017-12-15,6799.0
2017-12-16,6478.0
2017-12-17,3059.0
2017-12-18,4038.0
2017-12-19,4575.0
2017-12-20,5668.0
2017-12-21,6678.0
2017-12-22,8882.0
2017-12-23,12243.0
2017-12-24,9612.0
2017-12-25,0.0
2017-12-26,1810.0
2017-12-27,2976.0
2017-12-28,4538.0
2017-12-29,5361.0
2017-12-30,6335.0
2017-12-31,4999.0
2018-01-01,2489.0
2018-01-02,3545.0
2018-01-03,3166.0
2018-01-04,3722.0
2018-01-05,5017.0
2018-01-06,5331.0
2018-01-07,2827.0
2018-01-08,2681.0
2018-01-09,2786.0
2018-01-10,2798.0
2018-01-11,3219.0
2018-01-12,4282.0
2018-01-13,4356.0
2018-01-14,2284.0
2018-01-15,2408.0
2018-01-16,2468.0
2018-01-17,2460.0
2018-01-18,3171.0
2018-01-19,4530.0
2018-01-20,4507.0
2018-01-21,2099.0
2018-01-22,2418.0
2018-01-23,2497.0
2018-01-24,2477.0
2018-01-25,3430.0
2018-01-26,4139.0
2018-01-27,3982.0
